ramz_code,ramz_id,ramz_link,bac_type_id,bac_type_name,university_id,university_name,table_specialization,table_university,table_institution,table_location,table_criteria,institution,field_of_study,historical_scores,seven_percent
10363,310363,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310363,3,علوم تجريبية,2,جامعة منوبة,الإجازة في التوثيق وعلوم المكتبات والأرشيف,جامعة منوبة,المعهد العالي للتوثيق بتونس,تونس,FG+(AR+ANG+F)/3,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 107.6133, '2020': 102.6039, '2021': 120.9083, '2022': 106.0531, '2023': 110.7873, '2024': 106.4533}",no
11311,511311,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=511311,5,العلوم التقنية,1,جامعة تونس,الإجازة في إعلامية التـصـرف,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,تونس,FG+(M+Info)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 124.6015, '2012': 128.4535, '2013': 133.0331, '2014': 121.155, '2015': 123.8044, '2016': 136.1896, '2017': 106.9519, '2018': 125.4308, '2019': 157.7501, '2020': 135.2641, '2021': 166.6953, '2022': 170.0551, '2023': 186.7953, '2024': 148.1683}",yes
10208,910208,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910208,9,رياضة,1,جامعة تونس,الاجازة في تصميم المنتوج,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 119.9631, '2021': 0.0, '2022': 115.3246, '2023': 111.7187, '2024': 115.2979}",yes
11318,311318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=311318,3,علوم تجريبية,1,جامعة تونس,الإجازة في علوم التصرف,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,تونس,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 150.7897, '2012': 140.8655, '2013': 144.6908, '2014': 140.5713, '2015': 158.0658, '2016': 157.8518, '2017': 165.2883, '2018': 166.4385, '2019': 147.0501, '2020': 163.16, '2021': 173.1849, '2022': 169.5629, '2023': 163.275, '2024': 129.2774}",yes
10742,910742,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910742,9,رياضة,3,جامعة تونس المنار,الإجازة في حفظ الصحة والوقاية والمحيط,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,تونس,FG+SVT,"العنوان :
الهاتف :",علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,"{'2011': 0.0, '2012': 96.2875, '2013': 116.7625, '2014': 0.0, '2015': 0.0, '2016': 91.6258, '2017': 111.0725, '2018': 114.54, '2019': 128.83, '2020': 132.525, '2021': 149.855, '2022': 133.94, '2023': 151.14, '2024': 170.645}",no
13522,313522,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=313522,3,علوم تجريبية,3,جامعة تونس المنار,مرحلة تحضيرية علمية,جامعة تونس المنار,المعهد التحضيري للدراسات الهندسية بالمنار,تونس,FG+(M+SP)/2,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 152.261, '2012': 141.85, '2013': 141.85, '2014': 128.575, '2015': 139.975, '2016': 139.425, '2017': 136.475, '2018': 137.325, '2019': 154.835, '2020': 160.9, '2021': 171.95, '2022': 167.4, '2023': 158.33, '2024': 154.335}",no
11629,211629,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211629,2,رياضيات,3,جامعة تونس المنار,الإجازة في الإلكترونيك والكهروتقنية والآلية,جامعة تونس المنار,المعهد العالي للاعلامية,تونس,FG+(M+SP)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 119.625, '2020': 116.6247, '2021': 147.323, '2022': 160.4465, '2023': 164.2557, '2024': 161.9606}",yes
22209,522209,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=522209,5,العلوم التقنية,4,جامعة  قرطاج,الاجازة في تصميم الصورة,جامعة قرطاج,المعهد العالى للفنون الجميلة بنابل,نابل,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 93.2634, '2021': 105.0293, '2022': 87.415, '2023': 96.5497, '2024': 102.9532}",yes
22311,422311,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=422311,4,إقتصاد وتصرف,4,جامعة  قرطاج,الإجازة في إعلامية التـصـرف,جامعة قرطاج,كلية العلوم الإقتصادية والتصرف بنابل,نابل,FG+(M+Info)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 96.5166, '2021': 114.645, '2022': 118.61, '2023': 120.0754, '2024': 130.465}",yes
15318,215318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=215318,2,رياضيات,2,جامعة منوبة,الإجازة في علوم التصرف,جامعة منوبة,المعهد العالي للمحاسبة و إدارة المؤسـسات بمنوبة,تونس,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 133.2952, '2012': 129.1223, '2013': 140.8923, '2014': 144.2628, '2015': 137.0, '2016': 136.9868, '2017': 135.4353, '2018': 133.8838, '2019': 129.42, '2020': 136.96, '2021': 156.1933, '2022': 158.788, '2023': 117.845, '2024': 138.2173}",yes
10191,110191,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110191,1,آداب,1,جامعة تونس,المرحلة التحضيرية للغات والآداب:فرنسية,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,تونس,FG+(AR+ANG+2F)/4,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 115.85, '2015': 0.0, '2016': 0.0, '2017': 100.5559, '2018': 115.975, '2019': 94.0194, '2020': 105.3174, '2021': 118.575, '2022': 121.9875, '2023': 81.5849, '2024': 113.995}",no
20844,320844,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=320844,3,علوم تجريبية,4,جامعة  قرطاج,الإجازة في العلوم الفلاحية,جامعة قرطاج,المدرسة العليا للفلاحة بمقرن,زغوان,FG+SVT,"العنوان :
الهاتف :",العلوم الفلاحية والبيوتكنولوجيا والبيئة : العلوم الفلاحية والبيوتكنولوجيا والبيئة,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 100.055, '2020': 101.9, '2021': 109.8018, '2022': 95.7785, '2023': 95.7586, '2024': 92.9313}",yes
20573,320573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=320573,3,علوم تجريبية,4,جامعة  قرطاج,الإجازة في تكنولوجيات المعلومات والاتصالات,جامعة قرطاج,كلية العلوم ببنزرت,بنزرت,FG+(M+SP+Info)/3,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 102.5, '2012': 92.6352, '2013': 95.1, '2014': 88.9, '2015': 74.1752, '2016': 90.65, '2017': 96.086, '2018': 75.8453, '2019': 102.5803, '2020': 104.7948, '2021': 117.0207, '2022': 118.364, '2023': 125.1483, '2024': 119.4887}",yes
11318,211318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=211318,2,رياضيات,1,جامعة تونس,الإجازة في علوم التصرف,جامعة تونس,المدرسة العليا للعلوم الإقتصادية والتجارية بتونس,تونس,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 159.55, '2012': 153.866, '2013': 159.4, '2014': 158.175, '2015': 158.9753, '2016': 160.607, '2017': 161.0885, '2018': 157.3168, '2019': 131.8133, '2020': 153.7216, '2021': 167.0805, '2022': 161.57, '2023': 94.0958, '2024': 134.804}",yes
22102,522102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=522102,5,العلوم التقنية,4,جامعة  قرطاج,الإجازة في الإنقليزية,جامعة قرطاج,المعهد العالي للغات بنابل,نابل,FG+ANG,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 123.1483, '2021': 135.58, '2022': 127.02, '2023': 117.13, '2024': 124.185}",yes
10162,410162,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410162,4,إقتصاد وتصرف,1,جامعة تونس,الإجازة في المحافظة على الممتلكات الثقافية و ترميمها,جامعة تونس,المعهد العالى لمهن التراث بتونس,تونس,FG+(F+HG)/2,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 81.2918, '2023': 73.2935, '2024': 79.0802}",yes
11106,611106,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=611106,6,علوم الإعلامية,3,جامعة تونس المنار,الإجازة في الألمانية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,تونس,FG+ALL,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 106.595, '2020': 122.0228, '2021': 118.8342, '2022': 0.0, '2023': 103.2015, '2024': 122.4525}",yes
10362,310362,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310362,3,علوم تجريبية,2,جامعة منوبة,الإجازة في التصرف الإلكتروني في المعلومات و الوثائق,جامعة منوبة,المعهد العالي للتوثيق بتونس,تونس,FG+(AR+ANG+F)/3,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 112.6467, '2020': 110.9814, '2021': 118.9017, '2022': 100.3461, '2023': 99.2467, '2024': 106.2952}",no
70138,170138,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=170138,1,آداب,5,جامعة الزيتونة,الإجازة في العلوم الإسلامية,جامعة الزيتونة,المعهد العالي للعلوم الإسلامية بالقيروان,القيروان,FG+AR,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 88.1593, '2018': 87.0322, '2019': 103.421, '2020': 99.4619, '2021': 103.683, '2022': 99.1696, '2023': 99.1642, '2024': 101.2434}",yes
10377,310377,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310377,3,علوم تجريبية,1,جامعة تونس,البكالوريوس في إدارة الأعمال,جامعة تونس,المعهد العالي للأعمال بتونس,تونس,"FG+Max((Ang-15),0)+Max((M-12),0)","العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 130.8, '2012': 134.5, '2013': 133.225, '2014': 138.85, '2015': 150.025, '2016': 151.075, '2017': 161.95, '2018': 160.975, '2019': 154.79, '2020': 159.14, '2021': 173.39, '2022': 169.295, '2023': 165.175, '2024': 163.255}",no
12106,912106,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=912106,9,رياضة,4,جامعة  قرطاج,الإجازة في الألمانية,جامعة قرطاج,المعهد العالي للغات بتونس,تونس,FG+ALL,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 0.0}",yes
10740,310740,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310740,3,علوم تجريبية,3,جامعة تونس المنار,الإجازة في الـتـبـنـيـج والإنعاش,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,تونس,FG+SVT,"العنوان :
الهاتف :",علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,"{'2011': 167.776, '2012': 160.6337, '2013': 162.9343, '2014': 156.5143, '2015': 166.1978, '2016': 165.5558, '2017': 165.9035, '2018': 161.5968, '2019': 171.9811, '2020': 176.12, '2021': 184.2219, '2022': 180.4502, '2023': 171.9651, '2024': 169.7769}",yes
13311,413311,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=413311,4,إقتصاد وتصرف,3,جامعة تونس المنار,الإجازة في إعلامية التـصـرف,جامعة تونس المنار,كلية العلوم الإقتصادية والتصرف بتونس,تونس,FG+(M+Info)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 106.5238, '2013': 105.18, '2014': 113.3933, '2015': 102.4793, '2016': 103.4476, '2017': 95.235, '2018': 108.6906, '2019': 114.9876, '2020': 110.4883, '2021': 136.9493, '2022': 145.948, '2023': 141.5503, '2024': 154.9039}",yes
10200,510200,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510200,5,العلوم التقنية,1,جامعة تونس,الإجازة في المسرح و فنون العرض,جامعة تونس,المعهدالعالي للفن المسرحي بتونس,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 97.305, '2020': 93.6882, '2021': 102.955, '2022': 92.4182, '2023': 94.6118, '2024': 78.0882}",no
10167,110167,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110167,1,آداب,3,جامعة تونس المنار,الإجازة في الآثار,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,تونس,FG+(F+HG)/2,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 84.6668, '2012': 89.2378, '2013': 86.447, '2014': 79.2691, '2015': 82.7165, '2016': 79.2156, '2017': 75.5315, '2018': 81.3914, '2019': 99.785, '2020': 95.856, '2021': 98.5542, '2022': 95.4494, '2023': 96.4951, '2024': 80.5408}",yes
10158,210158,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210158,2,رياضيات,2,جامعة منوبة,الإجازة في الجيوماتيك والبيئة والتهيئة,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+(M+Info)/2,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 91.4486, '2021': 99.9351, '2022': 91.5284, '2023': 100.775, '2024': 102.3751}",no
10799,210799,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210799,2,رياضيات,3,جامعة تونس المنار,الإجازة في علوم الـتــولـيـــد - قابلة,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,تونس,FG+SVT,"العنوان :
الهاتف :",علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,"{'2011': 155.0697, '2012': 145.841, '2013': 147.35, '2014': 152.689, '2015': 142.8183, '2016': 145.7875, '2017': 136.3983, '2018': 140.1165, '2019': 153.8018, '2020': 134.06, '2021': 161.2704, '2022': 140.705, '2023': 147.8045, '2024': 159.875}",yes
11209,911209,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=911209,9,رياضة,2,جامعة منوبة,الاجازة في تصميم الصورة,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 183.775, '2020': 0.0, '2021': 148.73, '2022': 93.0845, '2023': 127.94, '2024': 168.24}",yes
10523,510523,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510523,5,العلوم التقنية,2,جامعة منوبة,الإجازة في علوم الإعلامية,جامعة منوبة,المعهد العالي لفنون الملتميديا بمنوبة,تونس,FG+(M+Info)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 126.63, '2012': 139.742, '2013': 140.491, '2014': 146.3225, '2015': 148.3341, '2016': 151.0305, '2017': 139.6939, '2018': 140.5713, '2019': 152.3894, '2020': 160.9334, '2021': 170.5206, '2022': 171.6548, '2023': 180.1506, '2024': 179.3534}",yes
10160,310160,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310160,3,علوم تجريبية,2,جامعة منوبة,الاجازة في الجيوبوليتيك و العلاقات الدولية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+(F+ANG)/2,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 120.835, '2020': 117.2886, '2021': 124.225, '2022': 119.095, '2023': 121.31, '2024': 122.325}",no
10301,310301,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310301,3,علوم تجريبية,3,جامعة تونس المنار,الإجازة في القانون,جامعة تونس المنار,كلية الحقوق والعلوم السياسية بتونس,تونس,FG+(AR+FR)/2,"العنوان :
الهاتف :",العلوم القانونية والعلوم السياسية : العلوم القانونية والعلوم السياسية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 152.6462, '2020': 150.5169, '2021': 145.1937, '2022': 146.6275, '2023': 149.5967, '2024': 147.6279}",yes
10260,510260,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510260,5,العلوم التقنية,5,جامعة الزيتونة,الإجازة في فنون التراث الإسلامي,جامعة الزيتونة,المعهد العالي لأصول الدين بتونس,تونس,FG+Inf,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 84.13, '2012': 82.95, '2013': 87.55, '2014': 86.0632, '2015': 90.1932, '2016': 73.1551, '2017': 78.3251, '2018': 77.6752, '2019': 90.425, '2020': 74.9883, '2021': 99.3319, '2022': 0.0, '2023': 0.0, '2024': 98.0102}",no
10745,110745,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110745,1,آداب,3,جامعة تونس المنار,الإجازة في تقويـم النطـق والكلام,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,تونس,FG+SVT,"العنوان :
الهاتف :",علوم الصحة والطب وطب الأسنان والصيدلة : علوم الصحة والطب وطب الأسنان والصيدلة,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 91.675, '2015': 96.1, '2016': 99.275, '2017': 96.3385, '2018': 98.145, '2019': 112.925, '2020': 110.66, '2021': 117.86, '2022': 111.835, '2023': 119.91, '2024': 124.605}",no
10312,310312,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=310312,3,علوم تجريبية,1,جامعة تونس,الاجازة في العلوم الاقتصادية,جامعة تونس,المعهد العالي للتصرف بتونس,تونس,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 111.1195, '2012': 98.825, '2013': 102.125, '2014': 109.725, '2015': 115.575, '2016': 123.925, '2017': 125.7518, '2018': 117.6733, '2019': 163.905, '2020': 162.55, '2021': 178.2513, '2022': 166.905, '2023': 166.7328, '2024': 143.701}",yes
10119,110119,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110119,1,آداب,3,جامعة تونس المنار,الإجازة في لغة الإشارات,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,تونس,FG+(AR+FR)/2,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 91.125, '2012': 91.8, '2013': 92.025, '2014': 86.5, '2015': 93.975, '2016': 93.2335, '2017': 93.3, '2018': 91.9448, '2019': 114.13, '2020': 104.285, '2021': 108.84, '2022': 104.4485, '2023': 102.54, '2024': 103.31}",no
13102,413102,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=413102,4,إقتصاد وتصرف,4,جامعة  قرطاج,الإجازة في الإنقليزية,جامعة قرطاج,المعهد العالي للغات بتونس,تونس,FG+ANG,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 75.8505, '2012': 86.0999, '2013': 92.9081, '2014': 75.9131, '2015': 101.593, '2016': 100.4998, '2017': 104.9083, '2018': 85.3949, '2019': 109.5394, '2020': 76.7229, '2021': 87.8534, '2022': 111.5208, '2023': 92.9885, '2024': 111.9648}",yes
22318,522318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=522318,5,العلوم التقنية,4,جامعة  قرطاج,الإجازة في علوم التصرف,جامعة قرطاج,كلية العلوم الإقتصادية والتصرف بنابل,نابل,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 120.1985, '2021': 129.17, '2022': 126.61, '2023': 136.8851, '2024': 144.4126}",yes
20524,620524,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=620524,6,علوم الإعلامية,4,جامعة  قرطاج,الإجازة في هندسة نظم الإعلامية,جامعة قرطاج,كلية العلوم ببنزرت,بنزرت,FG+(M+Algo)/2,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 117.8416, '2020': 109.9875, '2021': 128.645, '2022': 132.0125, '2023': 144.705, '2024': 147.115}",yes
10611,410611,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410611,4,إقتصاد وتصرف,2,جامعة منوبة,الإجازة في الصحافة,جامعة منوبة,معهد الصحافة وعلوم الإخبار,تونس,FG+(AR+ANG+F+PH)/4,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 109.625, '2020': 104.3506, '2021': 122.2475, '2022': 113.975, '2023': 91.6592, '2024': 98.26}",no
11422,311422,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=311422,3,علوم تجريبية,3,جامعة تونس المنار,المرحلة التحضيرية العلمية: فيزياء - كيمياء,جامعة تونس المنار,كلية العلوم بتونس,تونس,FG+(M+SP)/2,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 150.94, '2022': 146.505, '2023': 138.025, '2024': 123.495}",no
10532,510532,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510532,5,العلوم التقنية,3,جامعة تونس المنار,مرحلة تحضيرية - تكنولوجيا,جامعة تونس المنار,المعهد التحضيري للدراسات الهندسية بالمنار,تونس,FG+(M+SP+TE)/3,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 152.8013, '2012': 153.505, '2013': 143.83, '2014': 148.33, '2015': 151.98, '2016': 145.7, '2017': 140.83, '2018': 138.905, '2019': 161.875, '2020': 165.5633, '2021': 169.1317, '2022': 152.405, '2023': 157.8633, '2024': 154.9633}",no
12832,312832,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=312832,3,علوم تجريبية,4,جامعة  قرطاج,مرحلة تحضيرية: بيولوجيا - جيولوجيا,جامعة قرطاج,المعهد العالى للدراسات التحضيرية في البيولوجيا و الجولوجيا بسكرة,تونس,FG+(M+SP+SVT)/3,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 137.388, '2012': 128.75, '2013': 128.25, '2014': 117.95, '2015': 125.175, '2016': 123.25, '2017': 125.525, '2018': 113.15, '2019': 123.1883, '2020': 125.7417, '2021': 131.4083, '2022': 107.2544, '2023': 114.1867, '2024': 110.7689}",no
