ramz_code,ramz_id,ramz_link,bac_type_id,bac_type_name,university_id,university_name,table_specialization,table_university,table_institution,table_location,table_criteria,institution,field_of_study,historical_scores,seven_percent
22209,622209,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=622209,6,علوم الإعلامية,4,جامعة  قرطاج,الاجازة في تصميم الصورة,جامعة قرطاج,المعهد العالى للفنون الجميلة بنابل,نابل,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 92.4441, '2021': 106.9196, '2022': 93.315, '2023': 93.63, '2024': 94.5484}",yes
14318,514318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=514318,5,العلوم التقنية,4,جامعة  قرطاج,الإجازة في علوم التصرف,جامعة قرطاج,معهد الدراسات العليا التجارية بقرطاج,تونس,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 183.8207, '2020': 175.235, '2021': 183.325, '2022': 186.85, '2023': 184.74, '2024': 173.5487}",yes
10201,910201,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910201,9,رياضة,1,جامعة تونس,الإجازة في الموسيقى و العلوم الموسيقية,جامعة تونس,المعهد العالي للموسيقى بتونس,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 131.9792, '2021': 97.3078, '2022': 119.8989, '2023': 165.6895, '2024': 84.5751}",yes
10612,910612,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910612,9,رياضة,2,جامعة منوبة,الإجازة في الاتصال,جامعة منوبة,معهد الصحافة وعلوم الإخبار,تونس,FG+(AR+ANG+F+PH)/4,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 146.5475, '2021': 152.7675, '2022': 87.9866, '2023': 122.5, '2024': 121.3075}",no
10203,210203,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210203,2,رياضيات,4,جامعة  قرطاج,الهندسة المعمارية,جامعة قرطاج,المدرسة الوطنية للهندسة المعمارية و التعمير بتونس,تونس,FG+PH,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 154.5, '2012': 150.3, '2013': 145.8, '2014': 149.6, '2015': 143.55, '2016': 137.65, '2017': 134.125, '2018': 131.675, '2019': 145.995, '2020': 139.74, '2021': 156.32, '2022': 146.65, '2023': 152.75, '2024': 148.64}",no
10203,910203,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910203,9,رياضة,4,جامعة  قرطاج,الهندسة المعمارية,جامعة قرطاج,المدرسة الوطنية للهندسة المعمارية و التعمير بتونس,تونس,FG+PH,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 161.52, '2020': 166.935, '2021': 179.37, '2022': 170.15, '2023': 176.79, '2024': 181.31}",no
11209,111209,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=111209,1,آداب,2,جامعة منوبة,الاجازة في تصميم الصورة,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 112.6175, '2020': 107.6795, '2021': 119.655, '2022': 118.8235, '2023': 117.725, '2024': 113.1311}",yes
10301,110301,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110301,1,آداب,3,جامعة تونس المنار,الإجازة في القانون,جامعة تونس المنار,كلية الحقوق والعلوم السياسية بتونس,تونس,FG+(AR+FR)/2,"العنوان :
الهاتف :",العلوم القانونية والعلوم السياسية : العلوم القانونية والعلوم السياسية,"{'2011': 101.7302, '2012': 105.4218, '2013': 106.3313, '2014': 102.6398, '2015': 114.1423, '2016': 118.8235, '2017': 114.169, '2018': 119.795, '2019': 120.6318, '2020': 127.1053, '2021': 139.8223, '2022': 129.1437, '2023': 127.835, '2024': 128.9457}",yes
11207,511207,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=511207,5,العلوم التقنية,2,جامعة منوبة,الإجازة في تصميم الفضاء,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 103.4263, '2018': 100.43, '2019': 120.6746, '2020': 120.8458, '2021': 123.26, '2022': 118.8824, '2023': 118.9038, '2024': 117.1436}",yes
10201,210201,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210201,2,رياضيات,1,جامعة تونس,الإجازة في الموسيقى و العلوم الموسيقية,جامعة تونس,المعهد العالي للموسيقى بتونس,تونس,FG+PH,"العنوان :
الهاتف :",الثقافة والفنون الجميلة والفنون والحرف : الثقافة والفنون الجميلة والفنون والحرف,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 112.9332, '2020': 107.346, '2021': 125.4468, '2022': 118.0, '2023': 107.0962, '2024': 125.98}",yes
11573,311573,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=311573,3,علوم تجريبية,4,جامعة  قرطاج,الإجازة في تكنولوجيات المعلومات والاتصالات,جامعة قرطاج,المعهد العالي لتكنولوجيا المعلومات والإتصال ببرج السدرية,بن عروس,FG+(M+SP+Info)/3,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 108.9278, '2020': 115.207, '2021': 128.5367, '2022': 127.055, '2023': 140.3733, '2024': 128.9974}",yes
10840,210840,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210840,2,رياضيات,4,جامعة  قرطاج,الإجازة في الصناعات الغذائية,جامعة قرطاج,المدرسة العليا للصناعات الغذائية بتونس,تونس,FG+(SP+SVT)/2,"العنوان :
الهاتف :",العلوم الفلاحية والبيوتكنولوجيا والبيئة : العلوم الفلاحية والبيوتكنولوجيا والبيئة,"{'2011': 113.4, '2012': 112.8, '2013': 108.15, '2014': 118.925, '2015': 131.95, '2016': 116.175, '2017': 102.375, '2018': 103.75, '2019': 109.29, '2020': 107.12, '2021': 112.74, '2022': 103.8831, '2023': 110.19, '2024': 121.09}",no
10138,910138,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=910138,9,رياضة,5,جامعة الزيتونة,الإجازة في العلوم الإسلامية,جامعة الزيتونة,المعهد العالي للحضارة الإسلامية بتونس,تونس,FG+AR,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 151.4, '2022': 92.425, '2023': 0.0, '2024': 0.0}",yes
10106,610106,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=610106,6,علوم الإعلامية,2,جامعة منوبة,الإجازة في الألمانية,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+ALL,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 100.6309, '2021': 117.0206, '2022': 0.0, '2023': 97.9639, '2024': 101.0563}",yes
11123,311123,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=311123,3,علوم تجريبية,2,جامعة منوبة,الإجازة في التاريخ,جامعة منوبة,كلية الآداب والفنون والإنسانيات بمنوبة,تونس,FG+F,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 101.0294, '2020': 112.7745, '2021': 119.4513, '2022': 149.1527, '2023': 112.52, '2024': 131.9043}",yes
11518,611518,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=611518,6,علوم الإعلامية,1,جامعة تونس,مرحلة تحضيرية مندمجة,جامعة تونس,المعهد العالي للهندسة الرقمية بتونس,تونس,FG+(M+SP+Algo)/3,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 0.0, '2020': 0.0, '2021': 0.0, '2022': 0.0, '2023': 0.0, '2024': 187.37}",no
10244,210244,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=210244,2,رياضيات,4,جامعة  قرطاج,الإجازة في التعمير و التهيئة,جامعة قرطاج,المعهد العالي لتكنولوجيات البيئة والعمران والبنيان,تونس,FG+PH,"العنوان :
الهاتف :",الهندسة المعمارية والمراحل التحضيرية العلمية : الهندسة المعمارية والمراحل التحضيرية العلمية,"{'2011': 101.15, '2012': 100.675, '2013': 104.175, '2014': 99.85, '2015': 93.625, '2016': 97.075, '2017': 92.55, '2018': 91.8419, '2019': 105.5, '2020': 112.4267, '2021': 117.73, '2022': 116.855, '2023': 117.195, '2024': 93.8051}",no
12103,512103,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=512103,5,العلوم التقنية,3,جامعة تونس المنار,الإجازة في الفرنسية,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,تونس,FG+F,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 171.19, '2020': 106.8, '2021': 121.0545, '2022': 0.0, '2023': 110.4847, '2024': 101.5982}",yes
12629,512629,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=512629,5,العلوم التقنية,4,جامعة  قرطاج,الإجازة في الإلكترونيك والكهروتقنية والآلية,جامعة قرطاج,المعهد العالي لتكنولوجيا المعلومات والإتصال ببرج السدرية,بن عروس,FG+(M+SP+TE)/3,"العنوان :
الهاتف :",العلوم الصحيحة والتكنولوجيا : العلوم الصحيحة والتكنولوجيا,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 117.8583, '2020': 126.0977, '2021': 136.589, '2022': 129.2079, '2023': 139.6422, '2024': 135.27}",yes
10195,410195,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410195,4,إقتصاد وتصرف,1,جامعة تونس,مرحلة تحضيرية: علوم إنسانية - إختصاص فلسفة,جامعة تونس,المعهد التحضيري للدراسات الأدبية والعلوم الإنسانية بتونس,تونس,FG+(AR+F+HG+PH)/4,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 86.604, '2020': 0.0, '2021': 102.7018, '2022': 82.5726, '2023': 93.6709, '2024': 115.5875}",no
14318,214318,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=214318,2,رياضيات,4,جامعة  قرطاج,الإجازة في علوم التصرف,جامعة قرطاج,معهد الدراسات العليا التجارية بقرطاج,تونس,FG+M,"العنوان :
الهاتف :",العلوم الإقتصادية وعلوم التصرف : العلوم الإقتصادية وعلوم التصرف,"{'2011': 126.825, '2012': 114.55, '2013': 129.85, '2014': 134.82, '2015': 136.6925, '2016': 133.325, '2017': 134.499, '2018': 132.7, '2019': 172.2058, '2020': 173.015, '2021': 180.175, '2022': 182.756, '2023': 168.0649, '2024': 173.55}",yes
10119,510119,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=510119,5,العلوم التقنية,3,جامعة تونس المنار,الإجازة في لغة الإشارات,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,تونس,FG+(AR+FR)/2,"العنوان :
الهاتف :",الآداب واللغات والمراحل التحضيرية الأدبية : الآداب واللغات والمراحل التحضيرية الأدبية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 111.495, '2020': 0.0, '2021': 105.3317, '2022': 117.27, '2023': 100.25, '2024': 113.11}",no
10473,110473,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=110473,1,آداب,2,جامعة منوبة,الإجازة في التربية المختصة,جامعة منوبة,المعهد العالي للتربية المختصة,تونس,FG+(F+ANG+PH)/3,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 128.3733, '2020': 120.805, '2021': 128.7317, '2022': 131.62, '2023': 125.35, '2024': 128.625}",no
10167,410167,https://guide-orientation.rnu.tn/ar/dynamique/filiere.php?id=410167,4,إقتصاد وتصرف,3,جامعة تونس المنار,الإجازة في الآثار,جامعة تونس المنار,المعهد العالي للعلوم الإنسانية بتونس,تونس,FG+(F+HG)/2,"العنوان :
الهاتف :",العلوم الإنسانية والإجتماعية والدينية والتربية : العلوم الإنسانية والإجتماعية والدينية والتربية,"{'2011': 0.0, '2012': 0.0, '2013': 0.0, '2014': 0.0, '2015': 0.0, '2016': 0.0, '2017': 0.0, '2018': 0.0, '2019': 85.0759, '2020': 78.8832, '2021': 79.4934, '2022': 74.768, '2023': 78.6668, '2024': 82.3218}",yes
